Customer_ID,Communication_Day,Communication_Type,Communication_Time,City,DateOfBirth,Qualification,Gender,Marital_Status,Occupation_Code,Total_Previous_Email_Sent,Total_Email_Open,Total_Previous_Email_Clicked,Total_Previous_SMS_Sent,Total_Previous_SMS_Replied,Total_Previous_Calls_Made,Total_Previous_Calls_attended,Total_Previous_Facebook_Notification,Total_Previous_Facebook_Clicked,Successfulchannel
3951252,Thursday,promotional,8PM-12PM,Tier3,31-12-1982,Graduate,male,m,self employeed -professional,20,10,1,15,3,12,3,0,0,email
1357480,Monday,promotional,5PM_8PM,Tier1,10-02-1970,Graduate,male,m,salaried,13,7,1,19,1,5,0,0,1,email
2882149,Friday,service,11AM_2PM,Tier1,16-04-1980,Diploma,male,u,self employeed -professional,19,7,1,13,3,9,3,0,1,call
3624562,Tuesday,service,11AM_2PM,Tier2,06-04-1960,Post Graduate,male,married,self employeed -nonprofessional,17,9,1,16,5,8,1,0,0,call
3330593,Thursday,service,8AM_11AM,Tier3,26-01-1977,Diploma,male,u,self employeed -nonprofessional,20,4,0,11,4,8,3,0,0,email
4699854,Friday,service,8AM_11AM,Tier3,27-01-1984,Graduate,male,married,self employeed -nonprofessional,16,6,1,15,3,15,1,0,0,email
2599836,Tuesday,service,11AM_2PM,Tier1,28-06-1989,Others,male,unmarried,self employeed -professional,16,6,2,12,4,13,4,0,1,call
2814107,Sunday,service,8PM-12PM,Tier3,28-02-1990,Post Graduate,male,m,salaried,10,9,2,19,1,13,2,0,1,facebook
4872428,Monday,service,2PM_5PM,Tier3,11-04-1973,PHD,male,u,salaried,15,7,2,14,4,8,0,0,1,sms
4658909,Tuesday,service,8PM-12PM,Tier3,17-05-1971,Diploma,male,m,self employeed -nonprofessional,16,5,0,12,3,9,4,0,0,call
963389,Sunday,service,2PM_5PM,Tier3,11-02-1971,Graduate,male,m,salaried,17,5,0,19,0,12,5,0,0,sms
4924146,Tuesday,promotional,2PM_5PM,Tier2,28-04-1972,Others,male,m,self employeed -professional,18,5,2,18,4,15,3,0,0,facebook
4689470,Monday,promotional,2PM_5PM,Tier1,21-07-1968,,male,u,salaried,11,6,1,11,0,11,0,0,0,facebook
2834633,Wednesday,promotional,11AM_2PM,Tier2,13-02-1992,Graduate,male,married,salaried,11,10,2,10,5,11,5,0,0,sms
3712086,Monday,promotional,11AM_2PM,Tier3,06-10-1966,Post Graduate,male,unmarried,self employeed -nonprofessional,17,3,1,16,3,5,2,0,0,facebook
4122597,Friday,service,2PM_5PM,Tier1,27-09-1972,Diploma,male,married,salaried,13,10,1,15,1,13,4,0,0,facebook
1062345,Monday,promotional,2PM_5PM,Tier3,17-12-1984,Diploma,male,m,self employeed -nonprofessional,19,9,0,12,5,9,5,0,1,email
3074695,Thursday,promotional,11AM_2PM,Tier2,21-01-1971,Post Graduate,male,u,self employeed -professional,16,10,1,10,4,12,2,0,1,email
1380402,Tuesday,promotional,11AM_2PM,Tier2,04-12-1976,,male,u,self employeed -professional,13,7,2,12,1,6,1,0,0,email
2256953,Friday,service,2PM_5PM,Tier2,31-12-1977,Graduate,male,unmarried,salaried,10,8,2,16,1,14,1,0,1,email
1374689,Monday,service,11AM_2PM,Tier3,04-03-1984,Others,male,unmarried,salaried,10,2,2,12,1,6,1,0,1,call
3204142,Thursday,service,8AM_11AM,Tier2,27-09-1982,Diploma,male,married,self employeed -professional,12,4,0,14,0,7,3,0,1,facebook
2599355,Thursday,promotional,5PM_8PM,Tier1,06-08-1963,Diploma,male,unmarried,self employeed -professional,10,7,0,14,2,6,5,0,0,sms
4830404,Monday,promotional,2PM_5PM,Tier1,29-05-1987,Others,male,unmarried,self employeed -nonprofessional,15,10,2,17,5,7,2,0,1,sms
2928109,Friday,service,5PM_8PM,Tier2,26-01-1989,Others,male,unmarried,self employeed -nonprofessional,17,3,1,20,4,8,5,0,0,facebook
927445,Sunday,service,8PM-12PM,Tier1,02-02-1977,,male,married,self employeed -nonprofessional,16,2,1,18,3,14,0,0,1,sms
4163957,Thursday,promotional,8AM_11AM,Tier2,22-06-1983,Diploma,male,married,self employeed -nonprofessional,11,4,1,12,1,8,5,0,1,email
4588462,Friday,service,8PM-12PM,Tier2,17-10-1963,,male,married,self employeed -professional,19,2,1,17,1,5,0,0,0,call
3869309,Saturday,service,11AM_2PM,Tier3,02-12-1992,PHD,male,married,self employeed -professional,18,6,0,16,0,10,0,0,0,email
3698260,Monday,service,8PM-12PM,Tier2,20-02-1981,,male,married,self employeed -professional,20,5,2,16,5,7,2,0,0,call
3504586,Wednesday,promotional,5PM_8PM,Tier2,11-02-1970,,male,u,self employeed -professional,16,3,1,12,4,5,0,0,0,sms
1363017,Tuesday,promotional,8PM-12PM,Tier3,15-08-1992,Post Graduate,male,unmarried,self employeed -professional,14,9,1,12,4,11,2,0,0,sms
3788666,Wednesday,service,5PM_8PM,Tier2,03-10-1964,Others,male,unmarried,self employeed -nonprofessional,15,8,2,18,5,5,1,0,0,email
1589257,Wednesday,promotional,5PM_8PM,Tier3,14-02-1975,Diploma,male,married,salaried,18,8,1,17,5,9,2,0,1,call
3117066,Monday,promotional,5PM_8PM,Tier2,13-05-1982,Post Graduate,male,unmarried,self employeed -nonprofessional,16,7,1,14,3,13,2,0,0,email
2502306,Thursday,promotional,5PM_8PM,Tier1,04-11-1969,Others,male,u,self employeed -professional,18,10,1,20,0,11,5,0,1,call
4276638,Sunday,service,11AM_2PM,Tier3,29-02-1968,Post Graduate,male,unmarried,self employeed -professional,13,8,1,15,4,7,1,0,0,call
1290662,Monday,promotional,5PM_8PM,Tier2,09-11-1982,,male,married,salaried,11,4,2,12,5,13,0,0,1,call
1352412,Saturday,promotional,8PM-12PM,Tier2,18-07-1987,Others,male,married,salaried,11,10,2,14,2,6,5,0,1,email
4159860,Saturday,service,11AM_2PM,Tier3,10-02-1986,Graduate,male,m,salaried,11,6,1,16,2,13,5,0,1,call
3242269,Wednesday,promotional,11AM_2PM,Tier1,13-06-1982,PHD,male,u,salaried,18,5,2,11,4,12,5,0,1,email
992729,Sunday,promotional,11AM_2PM,Tier3,14-09-1992,Diploma,male,unmarried,self employeed -professional,12,2,2,19,5,11,5,0,0,sms
3720749,Monday,service,8PM-12PM,Tier2,17-04-1978,Diploma,male,m,salaried,12,8,1,12,0,10,2,0,0,sms
4360194,Tuesday,service,2PM_5PM,Tier2,16-03-1978,,male,married,self employeed -nonprofessional,11,7,1,12,0,14,2,0,0,email
1934380,Sunday,promotional,8PM-12PM,Tier3,23-09-1976,PHD,male,married,self employeed -nonprofessional,18,4,2,11,2,13,2,0,0,facebook
4526798,Thursday,promotional,11AM_2PM,Tier3,26-05-1979,,male,married,self employeed -professional,12,6,0,10,1,8,0,0,0,sms
4152881,Sunday,service,8AM_11AM,Tier1,29-05-1978,Graduate,male,unmarried,self employeed -nonprofessional,12,10,2,16,2,14,5,0,0,sms
3217623,Wednesday,service,2PM_5PM,Tier2,18-08-1972,Graduate,male,m,self employeed -professional,11,6,1,14,2,13,2,0,1,email
4509894,Wednesday,service,11AM_2PM,Tier1,26-06-1963,,male,m,salaried,18,8,1,13,4,15,2,0,1,email
4588816,Tuesday,promotional,8AM_11AM,Tier1,20-09-1977,Graduate,male,u,self employeed -nonprofessional,12,10,2,16,3,5,2,0,0,email
2331437,Tuesday,service,11AM_2PM,Tier1,08-05-1990,PHD,male,u,salaried,12,3,2,14,2,8,1,0,0,facebook
863687,Tuesday,promotional,2PM_5PM,Tier2,06-12-1976,Others,male,married,salaried,18,4,1,17,4,15,1,0,1,facebook
2431675,Friday,service,8PM-12PM,Tier1,16-02-1968,,male,m,self employeed -nonprofessional,12,10,0,10,4,14,3,0,0,sms
3399322,Thursday,promotional,11AM_2PM,Tier1,16-10-1975,Post Graduate,male,unmarried,self employeed -nonprofessional,10,5,0,10,1,15,2,0,1,facebook
4572001,Saturday,promotional,8AM_11AM,Tier1,21-05-1962,,male,m,self employeed -professional,19,6,0,18,5,13,0,0,1,call
4866835,Friday,promotional,5PM_8PM,Tier3,21-06-1961,Others,male,u,salaried,10,8,1,12,0,7,3,0,1,call
1964369,Tuesday,service,11AM_2PM,Tier2,06-10-1988,Post Graduate,male,u,self employeed -professional,15,10,1,19,1,12,1,0,1,facebook
3646732,Friday,service,2PM_5PM,Tier3,04-08-1988,PHD,male,unmarried,self employeed -professional,19,4,1,14,1,7,3,0,1,sms
1652880,Saturday,promotional,5PM_8PM,Tier3,20-06-1969,Post Graduate,male,u,self employeed -nonprofessional,19,5,2,18,5,13,0,0,1,sms
2179969,Thursday,promotional,11AM_2PM,Tier3,21-08-1986,,male,u,self employeed -nonprofessional,18,5,0,11,2,12,1,0,1,facebook
2384392,Friday,service,8AM_11AM,Tier3,24-04-1982,Others,male,married,self employeed -nonprofessional,10,7,0,16,5,15,5,0,1,sms
2016303,Wednesday,service,5PM_8PM,Tier1,15-09-1989,Graduate,male,u,self employeed -nonprofessional,11,10,0,11,0,15,3,0,0,call
3881845,Wednesday,service,2PM_5PM,Tier1,28-10-1963,,male,u,salaried,18,2,0,19,4,6,2,0,1,facebook
3679978,Wednesday,promotional,8AM_11AM,Tier3,21-03-1960,PHD,male,u,salaried,14,8,0,15,3,14,4,0,0,call
1914319,Monday,service,2PM_5PM,Tier1,13-12-1980,Post Graduate,male,unmarried,self employeed -nonprofessional,11,5,0,16,0,9,2,0,0,facebook
4913665,Monday,promotional,5PM_8PM,Tier2,14-03-1980,Post Graduate,male,married,self employeed -nonprofessional,13,5,1,17,2,8,3,0,0,facebook
2362940,Thursday,promotional,5PM_8PM,Tier1,31-10-1990,,male,married,self employeed -nonprofessional,10,6,1,13,1,6,4,0,1,sms
2713371,Thursday,promotional,11AM_2PM,Tier3,22-06-1985,Post Graduate,male,u,self employeed -professional,16,4,0,19,4,14,1,0,0,facebook
4313310,Wednesday,service,5PM_8PM,Tier3,10-10-1964,Others,male,m,self employeed -professional,17,6,1,18,2,11,5,0,1,facebook
3583886,Monday,service,8AM_11AM,Tier2,20-10-1986,Post Graduate,male,u,salaried,19,8,2,18,2,7,4,0,0,facebook
1711775,Thursday,service,5PM_8PM,Tier1,01-09-1978,Post Graduate,male,m,salaried,10,10,0,19,4,8,3,0,0,call
4257165,Wednesday,service,11AM_2PM,Tier1,30-10-1964,Graduate,male,married,self employeed -professional,14,4,1,15,4,8,1,0,0,call
4299110,Saturday,service,5PM_8PM,Tier3,01-07-1973,Graduate,male,m,self employeed -nonprofessional,11,10,2,16,5,10,1,0,1,email
3831505,Sunday,service,5PM_8PM,Tier2,01-05-1983,Post Graduate,male,married,self employeed -professional,19,5,0,17,4,5,5,0,1,facebook
4719522,Tuesday,service,8AM_11AM,Tier3,14-05-1968,Graduate,male,u,salaried,14,3,0,20,5,8,1,0,0,call
1738161,Wednesday,promotional,5PM_8PM,Tier3,29-01-1979,Others,male,unmarried,self employeed -nonprofessional,20,7,0,17,4,14,0,0,1,sms
1988580,Tuesday,promotional,8AM_11AM,Tier3,22-01-1961,Graduate,male,u,self employeed -professional,11,2,0,13,2,11,3,0,0,sms
3852751,Saturday,service,8AM_11AM,Tier3,30-12-1986,PHD,male,u,self employeed -professional,19,3,0,10,5,11,5,0,1,email
3128819,Sunday,service,8PM-12PM,Tier3,24-02-1976,Post Graduate,male,u,salaried,18,6,1,12,4,14,4,0,1,call
4769956,Wednesday,promotional,5PM_8PM,Tier3,11-12-1980,Others,male,married,self employeed -nonprofessional,14,5,2,15,1,8,3,0,1,facebook
1579255,Saturday,service,5PM_8PM,Tier1,13-07-1990,Diploma,male,m,self employeed -professional,19,7,0,13,2,6,4,0,0,sms
2783761,Wednesday,promotional,11AM_2PM,Tier2,15-07-1973,Post Graduate,male,unmarried,self employeed -professional,15,7,1,13,4,7,2,0,1,call
1802086,Wednesday,promotional,8PM-12PM,Tier3,27-07-1981,Others,male,m,self employeed -nonprofessional,20,10,1,14,4,7,5,0,1,call
2852410,Wednesday,service,11AM_2PM,Tier3,01-05-1973,Graduate,male,u,self employeed -professional,19,7,2,15,2,10,4,0,0,call
2788078,Thursday,promotional,11AM_2PM,Tier3,29-12-1971,Post Graduate,male,u,self employeed -professional,20,2,2,10,1,6,2,0,0,call
2817795,Wednesday,promotional,8AM_11AM,Tier2,29-04-1978,PHD,male,unmarried,self employeed -professional,14,3,0,11,3,11,0,0,1,email
4254649,Wednesday,promotional,5PM_8PM,Tier2,23-08-1983,Others,male,u,self employeed -professional,20,9,0,10,5,14,2,0,0,facebook
2680633,Tuesday,service,11AM_2PM,Tier2,26-08-1987,Diploma,male,unmarried,self employeed -professional,11,10,0,13,3,8,1,0,0,facebook
4471667,Tuesday,promotional,11AM_2PM,Tier3,02-10-1988,PHD,male,m,salaried,19,6,2,17,3,15,4,0,0,facebook
2741114,Tuesday,service,2PM_5PM,Tier2,21-12-1964,Graduate,male,married,salaried,13,2,2,15,3,9,3,0,1,call
2729463,Tuesday,service,2PM_5PM,Tier1,04-08-1962,,male,u,self employeed -professional,19,3,2,10,2,15,4,0,1,sms
2842392,Sunday,promotional,2PM_5PM,Tier3,20-07-1977,,male,u,self employeed -professional,11,7,1,13,4,8,2,0,1,sms
3280000,Tuesday,service,5PM_8PM,Tier1,12-12-1983,Diploma,male,u,self employeed -professional,10,7,2,10,3,9,1,0,1,sms
2800908,Thursday,service,8PM-12PM,Tier3,01-06-1973,PHD,male,married,self employeed -nonprofessional,13,9,1,12,5,8,4,0,1,facebook
4417038,Monday,service,2PM_5PM,Tier1,15-12-1986,Diploma,male,u,salaried,12,5,0,16,5,14,0,0,0,sms
2362084,Tuesday,service,11AM_2PM,Tier2,19-04-1964,Others,male,unmarried,self employeed -nonprofessional,14,10,0,11,4,9,5,0,0,email
2663357,Tuesday,promotional,8AM_11AM,Tier3,13-03-1975,PHD,male,u,salaried,11,8,2,13,3,14,2,0,1,call
1897551,Wednesday,promotional,11AM_2PM,Tier2,19-12-1974,Others,male,m,salaried,16,8,1,19,0,6,3,0,1,facebook
1866750,Tuesday,promotional,8PM-12PM,Tier2,16-01-1970,Others,male,married,self employeed -professional,12,8,1,16,3,7,3,0,1,sms
930181,Monday,service,2PM_5PM,Tier1,05-09-1981,,male,married,self employeed -nonprofessional,20,2,2,17,5,13,3,0,0,email
1890187,Thursday,promotional,5PM_8PM,Tier1,03-08-1974,Graduate,male,u,self employeed -nonprofessional,10,5,1,12,1,15,1,0,1,call
4232802,Monday,promotional,11AM_2PM,Tier1,30-12-1983,Post Graduate,male,u,self employeed -professional,16,4,0,14,4,13,5,0,1,email
3020485,Saturday,service,2PM_5PM,Tier2,07-09-1992,,male,m,self employeed -professional,20,7,1,17,5,7,3,0,0,email
1688338,Thursday,promotional,8PM-12PM,Tier3,12-07-1969,Diploma,male,unmarried,self employeed -nonprofessional,15,6,2,10,0,8,4,0,1,sms
4501300,Thursday,service,2PM_5PM,Tier3,14-04-1985,Diploma,male,unmarried,salaried,12,3,0,18,4,6,5,0,0,email
4657081,Wednesday,promotional,8PM-12PM,Tier1,19-04-1970,PHD,male,u,salaried,17,10,1,13,4,14,2,0,0,call
2585722,Saturday,service,5PM_8PM,Tier3,16-03-1985,PHD,male,u,self employeed -professional,17,10,2,18,5,11,5,0,1,facebook
1532565,Monday,promotional,2PM_5PM,Tier1,28-04-1982,PHD,male,married,self employeed -nonprofessional,14,9,0,18,2,10,1,0,1,sms
2403335,Saturday,service,8PM-12PM,Tier2,06-02-1980,Diploma,male,u,salaried,17,9,2,14,1,13,3,0,1,call
2347937,Wednesday,promotional,8PM-12PM,Tier3,20-08-1966,Post Graduate,male,unmarried,self employeed -nonprofessional,11,3,0,13,5,6,3,0,0,sms
1213122,Friday,promotional,8PM-12PM,Tier1,31-07-1966,Diploma,male,married,self employeed -professional,15,10,2,18,3,10,0,0,0,call
3624609,Friday,service,2PM_5PM,Tier2,29-03-1964,Diploma,male,unmarried,self employeed -nonprofessional,19,6,2,11,2,11,3,0,0,call
3349927,Saturday,promotional,11AM_2PM,Tier2,18-12-1988,Others,male,unmarried,self employeed -professional,14,9,0,13,1,15,2,0,1,email
2571434,Saturday,service,2PM_5PM,Tier3,24-12-1976,,male,unmarried,self employeed -professional,13,3,2,17,0,10,0,0,1,email
3193750,Sunday,promotional,2PM_5PM,Tier3,24-04-1979,Others,male,u,self employeed -professional,19,9,1,20,3,5,4,0,0,call
3050992,Thursday,service,2PM_5PM,Tier3,25-01-1982,Post Graduate,male,married,self employeed -nonprofessional,17,9,1,19,5,7,2,0,1,facebook
4033979,Friday,service,8AM_11AM,Tier3,27-10-1970,PHD,male,u,self employeed -professional,11,6,2,13,1,11,0,0,0,facebook
3582509,Sunday,promotional,5PM_8PM,Tier2,19-06-1961,Diploma,male,unmarried,salaried,11,4,1,20,5,8,0,0,1,email
3085130,Sunday,service,2PM_5PM,Tier2,08-02-1989,,male,u,salaried,14,4,2,13,0,13,1,0,1,email
3657404,Friday,promotional,8AM_11AM,Tier3,18-10-1988,Graduate,male,married,salaried,20,4,1,20,4,5,1,0,1,call
3237671,Thursday,promotional,8AM_11AM,Tier3,27-05-1960,Graduate,male,unmarried,self employeed -professional,17,3,0,12,4,12,1,0,1,facebook
4090596,Thursday,promotional,2PM_5PM,Tier2,30-10-1977,Graduate,male,married,self employeed -professional,13,8,2,14,0,7,0,0,1,sms
4205260,Friday,service,8PM-12PM,Tier1,09-01-1989,Graduate,male,m,self employeed -nonprofessional,18,4,1,14,0,14,2,0,0,call
2315160,Wednesday,service,8AM_11AM,Tier1,21-09-1963,,male,m,self employeed -nonprofessional,15,6,1,16,3,9,0,0,0,sms
4047291,Friday,promotional,2PM_5PM,Tier2,04-04-1990,Graduate,male,unmarried,salaried,10,10,0,12,3,10,5,0,0,facebook
4384820,Wednesday,service,8AM_11AM,Tier3,26-12-1987,Post Graduate,male,married,self employeed -nonprofessional,10,5,1,19,4,12,0,0,1,facebook
4844662,Tuesday,promotional,2PM_5PM,Tier3,16-07-1984,PHD,male,married,self employeed -nonprofessional,16,7,1,17,3,11,2,0,0,email
2462382,Tuesday,promotional,2PM_5PM,Tier1,17-03-1978,Post Graduate,male,unmarried,self employeed -nonprofessional,19,10,2,16,3,9,5,0,1,sms
3619837,Friday,promotional,8AM_11AM,Tier2,03-10-1972,,male,u,salaried,14,4,2,17,0,6,4,0,0,email
3449897,Friday,promotional,5PM_8PM,Tier2,04-09-1984,PHD,male,m,salaried,20,3,2,20,5,7,4,0,0,call
2568691,Tuesday,service,2PM_5PM,Tier2,04-06-1960,Graduate,male,u,self employeed -professional,13,9,2,20,4,7,0,0,1,sms
4129519,Friday,service,5PM_8PM,Tier3,30-01-1960,Others,male,u,self employeed -professional,12,5,1,20,2,13,2,0,0,call
2260077,Tuesday,service,2PM_5PM,Tier3,17-02-1971,Post Graduate,male,married,self employeed -nonprofessional,11,9,0,17,5,6,4,0,1,facebook
891641,Monday,service,2PM_5PM,Tier2,21-08-1964,Post Graduate,male,married,self employeed -professional,12,3,1,20,5,11,0,0,1,call
2792869,Friday,service,2PM_5PM,Tier2,22-10-1961,Diploma,male,unmarried,salaried,20,5,0,13,1,6,3,0,1,sms
2157006,Thursday,service,5PM_8PM,Tier3,05-11-1973,PHD,male,m,salaried,17,9,0,12,1,15,2,0,0,facebook
4940123,Wednesday,service,11AM_2PM,Tier3,29-11-1991,Post Graduate,male,married,self employeed -professional,17,2,2,14,4,9,2,0,0,call
3903439,Friday,promotional,11AM_2PM,Tier1,16-08-1973,Graduate,male,unmarried,self employeed -nonprofessional,15,7,1,13,3,9,5,0,0,call
2611608,Saturday,service,8AM_11AM,Tier1,20-07-1982,Diploma,male,married,self employeed -nonprofessional,16,3,2,12,0,6,5,0,0,facebook
1902814,Thursday,service,2PM_5PM,Tier2,10-04-1967,Post Graduate,male,married,salaried,12,6,2,11,1,14,5,0,0,call
3447137,Tuesday,promotional,5PM_8PM,Tier1,21-05-1988,Graduate,male,u,salaried,16,4,1,12,2,9,2,0,0,sms
3030352,Sunday,service,2PM_5PM,Tier1,14-03-1963,Diploma,male,u,self employeed -nonprofessional,15,5,1,18,4,13,2,0,0,sms
3489558,Friday,service,11AM_2PM,Tier1,01-08-1979,Post Graduate,male,married,self employeed -nonprofessional,20,3,1,12,5,10,5,0,0,call
3051702,Wednesday,promotional,5PM_8PM,Tier2,06-06-1977,Graduate,male,m,self employeed -nonprofessional,17,10,1,19,0,9,4,0,1,email
2028679,Wednesday,promotional,2PM_5PM,Tier3,29-09-1981,Diploma,male,unmarried,self employeed -professional,20,4,1,12,0,11,3,0,1,sms
1220697,Tuesday,service,8AM_11AM,Tier2,22-07-1980,Graduate,male,u,self employeed -nonprofessional,19,7,2,18,1,8,2,0,1,facebook
4595725,Sunday,promotional,5PM_8PM,Tier1,01-12-1992,,male,m,salaried,18,4,1,20,2,12,4,0,1,call
1836825,Wednesday,promotional,5PM_8PM,Tier2,26-02-1972,,male,m,self employeed -professional,15,5,2,12,4,13,1,0,1,facebook
878787,Tuesday,promotional,8AM_11AM,Tier1,28-07-1960,Others,male,unmarried,self employeed -professional,19,2,1,14,1,5,4,0,1,facebook
2015816,Tuesday,service,8AM_11AM,Tier3,27-04-1986,,male,m,salaried,19,9,0,16,1,8,0,0,1,facebook
2721416,Thursday,promotional,11AM_2PM,Tier3,10-08-1977,,male,u,salaried,12,4,0,20,2,13,4,0,0,sms
2590032,Saturday,service,8PM-12PM,Tier2,24-11-1982,Others,male,m,salaried,15,10,2,16,3,8,3,0,1,call
2287603,Tuesday,service,11AM_2PM,Tier2,24-02-1961,Others,male,u,self employeed -nonprofessional,15,8,0,18,4,5,4,0,0,facebook
4620999,Tuesday,service,8AM_11AM,Tier1,13-01-1971,Diploma,male,married,salaried,19,4,1,12,5,11,2,0,1,call
4011091,Wednesday,promotional,8PM-12PM,Tier1,19-10-1970,Diploma,male,married,salaried,19,10,2,18,4,7,2,0,1,facebook
1216170,Saturday,service,8AM_11AM,Tier1,21-07-1988,Graduate,male,married,self employeed -professional,13,9,2,13,4,11,4,0,0,email
2723513,Saturday,service,2PM_5PM,Tier1,30-01-1971,Others,male,unmarried,self employeed -professional,17,10,0,10,1,14,1,0,0,facebook
1318382,Saturday,service,5PM_8PM,Tier3,26-12-1967,Post Graduate,male,married,salaried,14,6,1,14,5,5,5,0,1,email
4702891,Wednesday,promotional,11AM_2PM,Tier3,17-04-1981,Graduate,male,m,salaried,14,9,0,15,3,9,3,0,1,call
2193950,Wednesday,promotional,5PM_8PM,Tier3,12-05-1966,Others,male,m,salaried,10,7,0,16,0,10,3,0,0,call
1466477,Friday,promotional,8AM_11AM,Tier3,16-02-1985,PHD,male,married,salaried,10,5,1,14,5,5,2,0,1,facebook
3687881,Tuesday,promotional,2PM_5PM,Tier1,25-01-1968,,male,u,salaried,17,5,1,19,1,15,3,0,1,email
1896830,Tuesday,service,11AM_2PM,Tier2,28-12-1972,,male,m,salaried,14,10,0,16,0,15,4,0,1,facebook
2439163,Tuesday,service,5PM_8PM,Tier2,12-02-1986,,male,u,self employeed -professional,13,5,0,20,0,12,2,0,0,email
1711217,Saturday,promotional,8AM_11AM,Tier3,15-05-1968,Post Graduate,male,u,salaried,15,8,0,14,3,5,3,0,0,facebook
2788513,Tuesday,service,11AM_2PM,Tier1,12-08-1983,PHD,male,married,self employeed -professional,13,5,1,17,3,13,1,0,1,call
4903810,Monday,service,2PM_5PM,Tier3,05-10-1961,Post Graduate,male,m,self employeed -nonprofessional,11,5,2,10,5,6,0,0,1,email
2197172,Monday,service,5PM_8PM,Tier2,02-04-1971,Graduate,male,m,salaried,10,7,1,20,5,15,3,0,1,call
4132331,Sunday,service,11AM_2PM,Tier2,18-08-1969,,male,m,salaried,18,8,0,11,1,6,1,0,0,sms
2229079,Sunday,promotional,11AM_2PM,Tier3,18-11-1975,Diploma,male,u,salaried,12,6,2,10,5,13,0,0,1,email
3541641,Saturday,service,11AM_2PM,Tier2,03-08-1966,Graduate,male,married,self employeed -professional,19,9,1,11,1,12,3,0,1,email
2084105,Thursday,service,2PM_5PM,Tier2,22-03-1982,Post Graduate,male,married,self employeed -nonprofessional,18,6,2,15,5,8,0,0,0,call
2525654,Tuesday,service,8AM_11AM,Tier1,04-02-1961,Diploma,male,u,self employeed -nonprofessional,18,10,2,10,1,15,3,0,0,call
810610,Friday,promotional,11AM_2PM,Tier2,12-04-1962,Graduate,male,m,self employeed -professional,19,3,1,19,1,7,4,0,1,call
3087832,Tuesday,promotional,2PM_5PM,Tier1,13-12-1974,Post Graduate,male,unmarried,salaried,14,7,0,16,5,6,2,0,1,sms
2707009,Thursday,service,11AM_2PM,Tier3,03-07-1983,,male,m,self employeed -nonprofessional,13,10,0,13,2,6,5,0,1,call
818578,Tuesday,promotional,2PM_5PM,Tier2,04-07-1977,Others,male,married,self employeed -professional,20,5,0,11,0,6,4,0,0,facebook
840327,Thursday,service,8AM_11AM,Tier3,27-12-1981,Post Graduate,male,married,self employeed -professional,15,2,2,14,4,15,4,0,1,email
4059696,Tuesday,promotional,8AM_11AM,Tier2,04-11-1973,Post Graduate,male,u,self employeed -nonprofessional,13,8,2,16,3,13,0,0,1,email
1731359,Thursday,service,8AM_11AM,Tier3,26-09-1977,Diploma,male,married,self employeed -professional,12,7,0,16,3,15,0,0,0,facebook
1868696,Thursday,service,2PM_5PM,Tier1,10-03-1982,Diploma,male,u,self employeed -professional,10,9,0,12,0,12,2,0,1,facebook
3155911,Tuesday,service,8PM-12PM,Tier1,14-12-1961,Post Graduate,male,married,self employeed -professional,14,4,1,20,1,7,3,0,0,facebook
3573850,Thursday,promotional,2PM_5PM,Tier3,10-09-1988,Others,male,married,self employeed -professional,11,3,2,13,0,7,5,0,1,call
3354473,Tuesday,promotional,11AM_2PM,Tier1,20-05-1983,,male,u,salaried,19,6,2,17,1,11,0,0,0,email
1348207,Saturday,promotional,2PM_5PM,Tier1,10-02-1975,,male,u,self employeed -nonprofessional,14,6,0,11,3,7,1,0,0,email
4545675,Wednesday,promotional,8PM-12PM,Tier3,15-05-1974,Others,male,m,self employeed -professional,20,8,2,11,4,6,5,0,1,sms
2125658,Thursday,service,11AM_2PM,Tier2,13-03-1985,Diploma,male,unmarried,salaried,10,9,2,16,0,13,1,0,0,facebook
1186752,Wednesday,promotional,11AM_2PM,Tier3,13-07-1992,,male,m,self employeed -professional,20,3,0,18,0,8,0,0,0,call
1041663,Monday,promotional,8PM-12PM,Tier1,20-07-1963,Post Graduate,male,m,salaried,10,7,0,12,1,5,0,0,1,sms
4163869,Saturday,service,2PM_5PM,Tier3,17-12-1978,Post Graduate,male,u,salaried,14,5,2,15,2,13,4,0,0,email
3099737,Friday,service,11AM_2PM,Tier3,02-12-1989,Post Graduate,male,married,self employeed -nonprofessional,19,4,0,13,2,14,4,0,1,call
3657719,Wednesday,service,5PM_8PM,Tier3,15-08-1969,Post Graduate,male,u,self employeed -nonprofessional,20,5,0,13,2,7,1,0,0,facebook
3685292,Saturday,promotional,2PM_5PM,Tier3,09-07-1987,,male,married,salaried,19,8,0,13,1,9,2,0,1,email
3857357,Friday,promotional,5PM_8PM,Tier2,13-06-1986,,male,u,salaried,10,3,0,17,0,8,3,0,1,facebook
3807271,Monday,promotional,2PM_5PM,Tier3,24-10-1966,Diploma,male,m,self employeed -nonprofessional,17,4,0,16,3,9,0,0,1,sms
2974737,Monday,service,8AM_11AM,Tier1,15-05-1960,Post Graduate,male,m,self employeed -professional,19,6,0,12,0,7,4,0,1,call
1796914,Saturday,service,2PM_5PM,Tier3,24-03-1981,Post Graduate,male,m,self employeed -professional,19,3,0,14,1,13,3,0,1,call
4075745,Saturday,promotional,11AM_2PM,Tier2,09-09-1967,PHD,male,married,self employeed -nonprofessional,19,7,0,19,0,6,1,0,0,facebook
